"claim_id","customer_id","incident_cause","claim_date","claim_area","police_report","claim_type","claim_amount","total_policy_claims","fraudulent"
90284502,49170442,"Other causes","05/07/2018","Auto","No","Material and injury","$42872",1,"Yes"
6099788,76962128,"Natural causes","04/10/2018","Auto","No","Material only","$2420",1,"No"
43244704,72991636,"Natural causes","07/28/2017","Auto","Yes","Material and injury","$32750",4,"No"
45780412,24053072,"Natural causes","10/10/2017","Auto","No","Material only","$2490",1,"No"
13883455,68458649,"Natural causes","08/31/2017","Auto","No","Material only","$1960",5,"No"
35136402,98401399,"Natural causes","09/06/2018","Auto","Unknown","Injury only","$24900",1,"No"
73875239,8310837,"Other driver error","01/07/2017","Auto","Yes","Injury only","$35280",2,"No"
1249826,99170243,"Other driver error","01/21/2017","Auto","No","Material only","$2260",1,"No"
15818104,33314915,"Other driver error","03/28/2018","Auto","No","Material only","$1610",1,"Yes"
55042907,58693933,"Driver error","05/09/2017","Auto","No","Material only","$2070",1,"Yes"
22670081,65898442,"Natural causes","09/27/2017","Auto","No","Material only","$2990",1,"No"
24713082,40303052,"Driver error","06/30/2018","Home","Yes","Injury only","$22440",1,"No"
40182876,94030912,"Other causes","07/07/2018","Auto","Yes","Material only","$3093.5",1,"Yes"
92237733,76282379,"Other causes","10/16/2018","Auto","Unknown","Material and injury","$22850",1,"No"
89085163,62528525,"Natural causes","09/07/2017","Auto","No","Material only",NA,1,"No"
67252475,69526996,"Crime","07/28/2017","Auto","No","Material only","$1740",2,"No"
46452514,88566888,"Crime","10/09/2018","Auto","No","Material only","$2430",3,"No"
66301062,30015627,"Natural causes","09/12/2018","Auto","Yes","Material only","$2208",4,"Yes"
30422665,70088729,"Driver error","01/07/2017","Home","No","Material only","$1552.5",1,"Yes"
9261301,53042145,"Other causes","10/23/2018","Auto","Unknown","Material only","$2553",4,"Yes"
49457139,12499211,"Other causes","08/16/2018","Auto","No","Material only","$3139.5",1,"Yes"
79750669,3915010,"Other causes","10/16/2018","Auto","Unknown","Material and injury","$19820",1,"No"
7944120,23094322,"Other causes","08/10/2018","Home","Yes","Material and injury","$35800",1,"No"
519194,95863439,"Natural causes","03/29/2017","Home","Unknown","Material only","$2510",1,"No"
76136365,72212627,"Crime","03/02/2017","Auto","No","Injury only","$14250",1,"No"
75321090,49164086,"Other driver error","04/25/2017","Auto","No","Material only","$3093.5",4,"Yes"
17396013,44050095,"Driver error","03/22/2017","Auto","Unknown","Material and injury","$20458.5",1,"Yes"
50022306,10198314,"Other causes","05/01/2018","Auto","Unknown","Injury only","$28658",1,"Yes"
60050677,84861652,"Natural causes","06/03/2018","Auto","No","Material only","$1290",1,"No"
88309120,88489646,"Other driver error","10/17/2017","Auto","No","Material only","$2360",1,"No"
12015495,89364843,"Other causes","09/27/2017","Auto","No","Material only",NA,1,"No"
78685929,29459103,"Natural causes","07/01/2017","Auto","No","Injury only",NA,1,"Yes"
16402994,86164274,"Other causes","09/26/2018","Home","Unknown","Material and injury","$15760",1,"No"
55314900,41858669,"Driver error","07/14/2018","Auto","No","Material only","$1610",2,"No"
58070797,9113953,"Other causes","04/10/2018","Home","No","Material only","$2090",1,"No"
83283000,6984936,"Driver error","06/10/2018","Auto","Yes","Material and injury","$25210",3,"No"
26832,37686146,"Other causes","07/07/2018","Auto","No","Material only","$1510",1,"No"
704775,86088574,"Driver error","09/20/2017","Auto","No","Injury only","$40951.5",1,"Yes"
16221546,73685982,"Other driver error","05/02/2017","Home","No","Material only","$1470",1,"No"
94799556,63279444,"Other causes","10/04/2017","Home","No","Material only","$1587",4,"Yes"
92320208,84080228,"Natural causes","04/12/2017","Auto","Yes","Material and injury","$23483",4,"Yes"
35453672,99723844,"Natural causes","01/06/2018","Auto","Yes","Material and injury","$14360",1,"No"
86240106,885337,"Driver error","07/01/2017","Auto","No","Material only","$2490",2,"No"
14704752,22125988,"Natural causes","07/07/2018","Auto","No","Material only","$2710",1,"No"
78672117,79391302,"Other causes","06/04/2017","Auto","No","Material only","$2500",2,"No"
42731329,75483302,"Natural causes","04/10/2018","Auto","No","Material only","$1770",5,"No"
71383085,86977672,"Crime","01/07/2017","Auto","No","Material only","$1530",2,"No"
59393861,7703371,"Natural causes","03/09/2017","Auto","No","Material only","$1350",1,"No"
93708812,69101618,"Driver error","02/23/2017","Auto","No","Material and injury","$29220",3,"No"
89455788,20681481,"Other causes","03/16/2017","Auto","No","Material only","$2720",1,"No"
4802134,9897266,"Other causes","06/25/2017","Auto","Yes","Injury only","$27350",1,"No"
78804570,69165409,"Other causes","09/12/2018","Auto","No","Material and injury","$19390",1,"No"
7211846,97226830,"Other driver error","04/04/2018","Auto","No","Material only","$2900",2,"No"
4186299,66788290,"Driver error","05/21/2018","Auto","Yes","Injury only","$33360",1,"No"
24121111,67697862,"Other causes","08/16/2018","Auto","No","Material only","$2320",1,"No"
63877619,69623124,"Other causes","05/21/2018","Auto","No","Material only","$1180",2,"No"
26344933,86445910,"Natural causes","10/03/2018","Auto","Unknown","Material only","$2470",1,"No"
97210536,48445766,"Other driver error","02/15/2018","Auto","No","Material only","$1000",2,"No"
12612736,74787956,"Driver error","09/14/2017","Auto","Unknown","Material only",NA,1,"No"
46839282,45364348,"Driver error","11/20/2017","Auto","No","Material only","$2990",1,"No"
69454875,81661419,"Driver error","04/04/2018","Auto","No","Material only","$2852",2,"Yes"
63402766,78301168,"Other driver error","03/21/2018","Auto","Unknown","Material only","$1370",1,"No"
51060336,91447671,"Driver error","06/03/2018","Auto","No","Material only","$1370",1,"No"
26058387,23445933,"Crime","12/30/2017","Auto","No","Material only","$1670",2,"No"
87968374,86320995,"Other driver error","03/16/2017","Home","No","Material only","$1720",1,"No"
30903408,77134414,"Other driver error","01/07/2017","Auto","Unknown","Injury only","$28760",1,"No"
35001150,71986983,"Other driver error","07/20/2018","Auto","Unknown","Material only","$1180",4,"No"
54291209,28528424,"Other causes","07/14/2018","Auto","No","Material only",NA,1,"No"
78011323,26346266,"Driver error","02/03/2017","Auto","No","Material only","$3346.5",1,"Yes"
30441336,71259315,"Natural causes","04/12/2017","Auto","No","Material only","$2110",1,"No"
92741962,78119838,"Driver error","05/14/2018","Auto","No","Material only","$1750",1,"No"
22032611,27598176,"Driver error","01/13/2018","Auto","No","Material and injury","$48035.5",1,"Yes"
65984723,83135621,"Other driver error","08/18/2017","Auto","No","Material only","$1240",1,"No"
4338441,51760038,"Other driver error","02/17/2017","Auto","No","Material only","$2800",1,"No"
99300549,91002298,"Natural causes","04/05/2017","Auto","No","Injury only","$34010",1,"No"
10271722,16906248,"Other driver error","06/03/2018","Auto","No","Material only","$1780",1,"No"
35521654,93133213,"Natural causes","03/01/2018","Home","No","Material only","$1480",1,"No"
22576028,18369428,"Other causes","08/11/2017","Auto","No","Material only","$1472",1,"Yes"
83884815,71676845,"Other driver error","07/27/2018","Auto","No","Material only",NA,3,"No"
47990199,68067526,"Driver error","07/15/2017","Auto","No","Material only","$1330",1,"No"
68110055,97169446,"Other driver error","02/15/2018","Auto","No","Material only","$1780",5,"No"
28106228,44453657,"Driver error","01/07/2017","Auto","No","Material only","$1276.5",1,"Yes"
60315464,32646041,"Driver error","02/17/2017","Home","No","Material and injury","$28520",1,"Yes"
11179944,41946743,"Other driver error","05/21/2018","Auto","No","Injury only","$17870",6,"No"
24082779,74207825,"Other driver error","04/24/2018","Home","No","Material only","$2380",NA,"No"
61365788,24247743,"Other causes","05/14/2018","Auto","No","Material only","$2280",1,"No"
50618311,69608621,"Other causes","07/08/2017","Auto","No","Material only","$1357",1,"Yes"
67344180,72664684,"Other causes","07/28/2017","Home","Unknown","Material only","$2590",1,"No"
17213671,18174078,"Other driver error","02/02/2018","Auto","No","Material only","$2852",4,"Yes"
39886036,34756508,"Natural causes","07/07/2018","Auto","No","Material only","$1690",1,"No"
7180084,608461,"Crime","07/14/2018","Auto","No","Material only","$2630",1,"No"
67060119,12015897,"Driver error","10/09/2018","Auto","Unknown","Material only","$2270",6,"No"
81779336,60965575,"Other driver error","03/21/2018","Auto","No","Material and injury","$19895",1,"Yes"
93043462,81634435,"Other driver error","01/27/2017","Home","Unknown","Material and injury",NA,1,"No"
37077391,67849662,"Natural causes","06/25/2017","Auto","Yes","Injury only","$35920",1,"No"
45865218,96439036,"Other causes","08/10/2018","Auto","Yes","Injury only","$26320",1,"No"
50927161,51033228,"Driver error","10/23/2018","Auto","No","Material and injury","$30890",2,"No"
43042986,58451506,"Natural causes","10/30/2018","Auto","No","Material only","$2420",1,"No"
42636878,26734721,"Natural causes","09/14/2017","Auto","No","Material only","$1720",1,"No"
78104894,20923121,"Natural causes","05/14/2018","Auto","No","Material and injury","$31210",1,"No"
38011383,56425562,"Natural causes","09/14/2017","Auto","No","Material only","$1670",1,"No"
91976551,79174311,"Natural causes","08/30/2018","Auto","No","Material only","$2162",5,"Yes"
31517760,30119782,"Other driver error","10/17/2017","Auto","Unknown","Material only","$2242.5",1,"Yes"
365998,57267299,"Other driver error","12/03/2017","Auto","Yes","Material and injury","$25140",2,"No"
85546357,90217818,"Other driver error","06/04/2017","Auto","No","Injury only","$37743",1,"Yes"
67763980,70708127,"Natural causes","09/19/2018","Auto","No","Material only","$1150",1,"Yes"
56358443,75934330,"Natural causes","01/01/2017","Auto","Yes","Injury only","$20630",1,"No"
77696516,71288937,"Other causes","11/20/2017","Auto","No","Material only","$1230",1,"No"
15231655,81526763,"Other causes","02/03/2017","Auto","Unknown","Material only","$2323",3,"Yes"
50845008,78064067,"Natural causes","09/06/2018","Auto","No","Material only","$1090",5,"No"
57326503,29854604,"Other driver error","07/20/2018","Auto","No","Material and injury","$44033.5",1,"Yes"
91946746,8684318,"Other driver error","02/03/2017","Home","Yes","Material only","$2670",2,"No"
25244745,46513280,"Other causes","12/30/2017","Auto","No","Material only","$2070",1,"No"
65497756,6104555,"Natural causes","07/28/2017","Auto","Unknown","Material only","$1050",1,"No"
50800999,51669975,"Other causes","09/19/2018","Home","Yes","Injury only","$38950",1,"No"
14230070,3205230,"Driver error","08/23/2018","Auto","No","Material only","$2730",3,"No"
36599575,87596868,"Driver error","10/09/2018","Auto","Unknown","Injury only","$33330",2,"No"
28084004,82089910,"Driver error","06/03/2018","Auto","No","Material only","$2780",1,"No"
87294246,57452643,"Crime","01/21/2017","Home","No","Material only","$1380",3,"No"
91386759,65208809,"Natural causes","10/30/2018","Auto","No","Material only","$2290",1,"No"
47457836,6756905,"Driver error","01/21/2017","Auto","No","Material only","$2320",3,"No"
72025178,46850495,"Other causes","11/27/2017","Auto","Yes","Material only","$2173.5",1,"Yes"
62020796,79539873,"Other driver error","09/06/2018","Auto","Yes","Material only","$1770",1,"No"
63269067,42364152,"Other causes","05/09/2017","Home","No","Material only","$2800",1,"No"
22690595,19888166,"Other driver error","05/15/2017","Auto","Yes","Injury only","$33080",2,"No"
12376894,11256802,"Other driver error","04/18/2017","Auto","No","Material only","$2840",4,"No"
63226031,61575264,"Natural causes","03/16/2017","Auto","No","Material only","$1490",1,"No"
5829074,2379897,"Other causes","07/20/2018","Auto","No","Material only","$2080",1,"No"
12632133,49290530,"Natural causes","10/30/2018","Auto","No","Material only","$2875",1,"Yes"
45052103,55466148,"Driver error","12/03/2017","Auto","No","Injury only","$29010",1,"No"
87003624,99120304,"Other causes","03/22/2017","Auto","No","Material only","$1710",1,"No"
1680169,65061027,"Natural causes","05/02/2017","Auto","Unknown","Material only","$1030",4,"No"
56626640,82584690,"Other driver error","08/24/2017","Auto","Unknown","Material only","$2288.5",1,"Yes"
7280558,40349009,"Crime","10/17/2017","Auto","No","Material only","$3346.5",3,"Yes"
74995596,55765343,"Crime","06/30/2018","Auto","Unknown","Material only","$1805.5",1,"Yes"
8475725,75409818,"Other causes","07/07/2018","Auto","No","Material only","$1610",3,"No"
33194240,18332683,"Other causes","11/13/2017","Auto","Yes","Material and injury","$24850",1,"No"
97727122,35951012,"Other driver error","06/11/2017","Auto","No","Material only","$3059",4,"Yes"
10247193,14818669,"Natural causes","03/14/2018","Auto","No","Material only","$1520",2,"No"
79807493,85322831,"Other driver error","02/09/2018","Auto","No","Material and injury","$23575",2,"Yes"
69299345,73449366,"Other causes","03/21/2018","Auto","Unknown","Material and injury","$25120",1,"No"
58809728,43020876,"Other driver error","06/04/2017","Auto","Yes","Material and injury","$36685",3,"Yes"
